Year,Team,Conf,Round,Wins,Conf Tourney,Region,Seed,WinStreak,Last10,WinStreak_Avg,WinStreak_SD
2011,Butler,Horizon,6,23,1,Midwest,8,9,9,2.4375,2.5487435630129602
2011,Old Dominion,CAA,1,27,1,Midwest,9,9,9,2.696969696969697,2.328803158404952
2011,Kansas State,Big 12,2,22,0,Midwest,5,0,8,1.78125,1.7272517006794348
2011,Utah State,WAC,1,30,1,Midwest,12,8,9,6.0606060606060606,4.947845530154139
2011,Wisconsin,Big Ten,3,23,0,Midwest,4,0,7,1.967741935483871,1.8401239608969884
2011,Belmont,A-Sun,1,30,1,Midwest,13,12,10,4.352941176470588,3.3244402708105394
2011,St Johns Ny,Big East,1,21,0,Midwest,6,0,8,1.8125,1.8275239396516807
2011,Gonzaga,WCC,2,24,1,Midwest,11,9,9,3.0,2.9541957835039856
2011,Brigham Young,MWC,3,30,0,Midwest,3,0,8,4.235294117647059,3.0395319253561914
2011,Wofford,Southern,1,21,1,Midwest,14,8,9,1.7272727272727273,2.1358800226310417
2011,Ucla,Pac-10,2,22,0,Midwest,7,0,7,1.9375,1.869784412706449
2011,Michigan State,Big Ten,1,19,0,Midwest,10,0,6,0.8484848484848485,0.8570991287109666
2011,Florida,SEC,4,26,0,Midwest,2,0,8,2.090909090909091,1.658104729733873
2011,California Santa Barbara,Big West,1,18,1,Midwest,15,4,6,0.967741935483871,1.0620695247196341
2011,Kansas,Big 12,4,32,1,South,1,8,9,6.705882352941177,5.073167079985962
2011,Boston University,AEC,1,21,1,South,16,11,10,2.3529411764705883,3.1704736419322033
2011,Nevada Las Vegas,MWC,1,24,0,South,8,0,7,2.53125,2.5122745545620604
2011,Illinois,Big Ten,2,19,0,South,9,0,4,1.4375,1.8360538526960477
2011,Vanderbilt,SEC,1,23,0,South,5,0,6,1.6363636363636365,1.5338243314962137
2011,Richmond,A-10,3,27,1,South,12,7,9,2.0294117647058822,1.7402720226455313
2011,Louisville,Big East,1,25,0,South,4,0,7,1.9411764705882353,2.042794747551216
2011,Morehead State,OVC,2,24,1,South,13,3,9,2.5757575757575757,2.4988518943137334
2011,Georgetown,Big East,1,21,0,South,6,0,5,2.5806451612903225,2.649092279696492
2011,Virginia Commonwealth,CAA,5,24,0,South,11,0,5,1.9411764705882353,2.3879744859040515
2011,Purdue,Big Ten,2,25,0,South,3,0,7,3.1875,2.855230945125105
2011,Saint Peters,MAAC,1,20,1,South,14,3,6,1.3636363636363635,1.513938908702642
2011,Texas Am,Big 12,1,24,0,South,7,0,7,3.625,3.8466706383572795
2011,Florida State,ACC,3,21,0,South,10,0,6,1.6129032258064515,1.5796573608639086
2011,Notre Dame,Big East,2,26,0,South,2,0,8,2.875,2.301494079940246
2011,Akron,MAC,1,23,1,South,15,4,8,1.6285714285714286,1.8061120719176122
2012,Syracuse,Big East,4,31,0,South,1,0,9,8.363636363636363,5.687936100193972
2012,North Carolina Asheville,Big South,1,24,1,South,16,5,8,2.3333333333333335,2.0694995247228936
2012,Kansas State,Big 12,2,21,0,South,8,0,6,1.6774193548387097,1.6922421998198713
2012,Southern Mississippi,CUSA,1,25,0,South,9,0,5,2.878787878787879,3.082281482412464
2012,Vanderbilt,SEC,2,24,1,South,5,3,7,1.911764705882353,2.0774368689894476
2012,Harvard,Ivy,1,26,0,South,12,2,8,3.3333333333333335,2.611938403221298
2012,Wisconsin,Big Ten,3,24,0,South,4,0,6,2.272727272727273,2.0191916665403253
2012,Montana,Big Sky,1,25,1,South,13,14,10,4.32258064516129,4.184357173231485
2012,Cincinnati,Big East,3,24,0,South,6,0,7,1.7647058823529411,1.7832360460263668
2012,Texas,Big 12,1,20,0,South,11,0,6,1.5151515151515151,1.8442574611761138
2012,Florida State,ACC,2,24,1,South,3,5,8,2.1515151515151514,1.9558957046187788
2012,St Bonaventure,A-10,1,20,1,South,14,3,8,1.1612903225806452,1.1386685544982444
2012,Gonzaga,WCC,2,25,0,South,7,0,8,2.6129032258064515,2.104946851751671
2012,West Virginia,Big East,1,19,0,South,10,0,4,1.15625,1.301666599978658
2012,Ohio State,Big Ten,5,27,0,South,2,0,6,2.5588235294117645,2.198812199007726
2012,Loyola Md,MAAC,1,24,1,South,15,4,7,2.5625,2.3708845922988324
2012,Michigan State,Big Ten,3,27,1,East,1,3,8,4.617647058823529,4.452459372489301
2012,Long Island University,NEC,1,25,1,East,16,3,9,2.909090909090909,2.7120788891229632
2012,Memphis,CUSA,1,26,1,East,8,7,9,2.176470588235294,1.9624502726602682
2012,Saint Louis,A-10,2,25,0,East,9,0,8,2.375,1.948557158514987
2012,New Mexico,MWC,2,27,1,East,5,5,8,4.121212121212121,3.7153047573319036
2012,Long Beach State,Big West,1,25,1,East,12,3,8,3.0606060606060606,3.437223985078603
2012,Louisville,Big East,5,26,1,East,4,4,6,3.2285714285714286,3.4233293258857502
2012,Davidson,Southern,1,25,1,East,13,5,8,2.375,2.1323402636539974
2012,Murray State,OVC,2,30,1,East,6,7,9,9.806451612903226,6.91617717845543
2012,Colorado State,MWC,1,20,0,East,11,0,6,1.8064516129032258,2.1465554528534354
2012,Marquette,Big East,3,25,0,East,3,0,7,3.15625,2.873471060842618
2012,Brigham Young,WCC,1,26,0,East,14,0,7,1.878787878787879,1.532626498957793
2012,Florida,SEC,4,23,0,East,7,0,4,1.9393939393939394,1.9217951509949005
2012,Virginia,ACC,1,22,0,East,10,0,4,3.0,3.583114521951448
2012,Missouri,Big 12,1,30,1,East,2,5,8,4.647058823529412,3.8568682277142368
2012,Norfolk State,MEAC,2,25,1,East,15,7,9,2.323529411764706,2.34797269544318
2012,North Carolina,ACC,4,29,0,Midwest,1,0,9,3.5588235294117645,2.713703530456316
2012,Vermont,AEC,1,24,1,Midwest,16,4,9,2.3529411764705883,2.742716053382298
2012,Creighton,MVC,2,28,1,Midwest,8,7,7,3.878787878787879,3.0327263038052856
2012,Alabama,SEC,1,21,0,Midwest,9,0,6,1.90625,1.9741988090108857
2012,Temple,A-10,1,24,0,Midwest,5,0,8,2.903225806451613,3.1145324167229176
2012,South Florida,Big East,2,21,0,Midwest,12,0,7,1.0606060606060606,1.0992943725586093
2012,Michigan,Big Ten,1,24,0,Midwest,4,0,7,1.8484848484848484,1.8277525878788146
2012,Ohio,MAC,3,27,1,Midwest,13,4,8,2.735294117647059,2.4047602733574793
2012,San Diego State,MWC,1,26,0,Midwest,6,0,6,3.212121212121212,3.0427019069239316
2012,North Carolina State,ACC,3,22,0,Midwest,11,0,5,1.5588235294117647,1.593943988804615
2012,Georgetown,Big East,2,23,0,Midwest,3,0,6,2.7419354838709675,3.151730113051416
2012,Belmont,A-Sun,1,27,1,Midwest,14,14,10,4.117647058823529,4.078384238038342
2012,Saint Marys Ca,WCC,1,27,1,Midwest,7,4,7,4.0,3.43693177121688
2012,Purdue,Big Ten,2,21,0,Midwest,10,0,6,1.1515151515151516,1.1314033153087557
2012,Kansas,Big 12,6,27,0,Midwest,2,0,9,3.484848484848485,3.0463212998453804
2012,Detroit Mercy,Horizon,1,22,1,Midwest,15,5,9,1.3428571428571427,1.472468425911443
2012,Kentucky,SEC,7,32,0,West,1,0,9,9.882352941176471,7.242703045468887
2012,Western Kentucky,Sun Belt,1,16,1,West,16,6,7,0.9696969696969697,1.5072521352055621
2012,Iowa State,Big 12,2,22,0,West,8,0,6,1.75,1.8371173070873836
2012,Connecticut,Big East,1,20,0,West,9,0,5,1.6666666666666667,1.9488406291895184
2012,Wichita State,MVC,1,27,0,West,5,0,9,3.75,2.7838821814150108
2012,Virginia Commonwealth,CAA,2,28,1,West,12,6,9,3.735294117647059,3.12775829825745
2012,Indiana,Big Ten,3,25,0,West,4,0,8,3.242424242424242,3.429199951135374
2012,New Mexico State,WAC,1,26,1,West,13,4,9,1.9714285714285715,1.6815930250928184
2012,Nevada Las Vegas,MWC,1,26,0,West,6,0,5,2.5588235294117645,2.3538601146725706
2012,Colorado,Pac-12,2,23,1,West,11,4,7,1.5294117647058822,1.5574355641027915
2012,Baylor,Big 12,4,27,0,West,3,0,6,5.088235294117647,5.299098963690867
2012,South Dakota State,Summit,1,27,1,West,14,8,9,2.3529411764705883,2.056300975641004
2012,Notre Dame,Big East,1,22,0,West,7,0,7,2.0606060606060606,2.436333483908095
2012,Xavier,A-10,3,21,0,West,10,0,6,1.7878787878787878,2.1427478217774167
2012,Duke,ACC,1,27,0,West,2,0,8,2.6666666666666665,2.098580568870398
2012,Lehigh,Patriot,2,26,1,West,15,8,9,2.484848484848485,2.1619465432408447
2013,Indiana,Big Ten,3,27,0,Midwest,1,0,7,2.878787878787879,2.4215894574553993
2013,James Madison,CAA,1,21,1,Midwest,16,4,7,1.2058823529411764,1.3011174329761568
2013,North Carolina State,ACC,1,24,0,Midwest,8,0,7,2.323529411764706,2.7194353678150147
2013,Temple,A-10,2,23,0,Midwest,9,0,8,1.96875,2.0075540932936278
2013,Nevada Las Vegas,MWC,1,25,0,Midwest,5,0,7,2.235294117647059,2.4017006661874825
2013,California,Pac-12,2,20,0,Midwest,12,0,7,1.8709677419354838,2.090561515615439
2013,Syracuse,Big East,5,26,0,Midwest,4,0,5,2.9714285714285715,2.95185863275244
2013,Montana,Big Sky,1,25,1,Midwest,13,6,8,4.32258064516129,4.184357173231485
2013,Butler,A-10,2,26,0,Midwest,6,0,6,3.3823529411764706,3.7808706271124826
2013,Bucknell,Patriot,1,28,1,Midwest,11,7,9,2.6666666666666665,1.9488406291895186
2013,Marquette,Big East,4,23,0,Midwest,3,0,7,1.6774193548387097,1.532173172521022
2013,Davidson,Southern,1,26,1,Midwest,14,17,10,5.0,5.443929062392679
2013,Illinois,Big Ten,2,22,0,Midwest,7,0,6,2.8823529411764706,3.5460392642591843
2013,Colorado,Pac-12,1,21,0,Midwest,10,0,6,1.4375,1.539835624344365
2013,Miami Fl,ACC,3,27,1,Midwest,2,4,7,4.393939393939394,4.082033019475036
2013,Pacific,Big West,1,22,1,Midwest,15,7,8,1.6176470588235294,1.8152087204952323
2013,Gonzaga,WCC,2,31,1,East,1,14,10,5.636363636363637,3.7157990438713533
2013,Southern,SWAC,1,23,1,East,16,3,8,2.53125,2.761163421005718
2013,Pittsburgh,Big East,1,24,0,East,8,0,7,2.28125,2.1100114780493495
2013,Wichita State,MVC,5,26,0,East,9,0,7,2.764705882352941,2.462170533700747
2013,Wisconsin,Big Ten,1,23,0,East,5,0,6,1.6176470588235294,1.7659309473268325
2013,Mississippi,SEC,2,26,1,East,12,5,8,2.6176470588235294,2.4854246398027056
2013,Kansas State,Big 12,1,27,0,East,4,0,8,2.588235294117647,2.1844052503090756
2013,La Salle,A-10,3,22,0,East,13,0,7,1.5,1.3844373104863459
2013,Arizona,Pac-12,3,25,0,East,6,0,5,3.96875,4.2018178729568945
2013,Belmont,OVC,1,26,1,East,11,6,8,2.9375,2.7492896809903464
2013,New Mexico,MWC,1,29,1,East,3,3,9,3.588235294117647,3.2640433880011956
2013,Harvard,Ivy,2,19,0,East,14,2,7,1.3214285714285714,1.2263060509563855
2013,Notre Dame,Big East,1,25,0,East,7,0,6,2.8823529411764706,3.445070697493252
2013,Iowa State,Big 12,2,22,0,East,10,0,6,1.3636363636363635,1.2508949963969875
2013,Ohio State,Big Ten,4,26,1,East,2,8,9,2.3636363636363638,2.10076727423479
2013,Iona,MAAC,1,20,1,East,15,5,6,1.4242424242424243,1.6882894881435297
2013,Louisville,Big East,7,29,1,West,1,10,10,4.176470588235294,3.285176942457224
2013,North Carolina At,MEAC,1,20,1,West,16,4,6,0.8571428571428571,0.989743318610787
2013,Colorado State,MWC,2,25,0,West,8,0,6,2.4242424242424243,2.118179650581975
2013,Missouri,SEC,1,23,0,West,9,0,6,1.5151515151515151,1.539799517080303
2013,Oklahoma State,Big 12,1,24,0,West,5,0,7,2.15625,1.9543121392193212
2013,Oregon,Pac-12,3,26,1,West,12,3,7,2.5,2.3670532686170347
2013,Saint Louis,A-10,2,27,1,West,4,4,9,3.757575757575758,3.293982604048774
2013,New Mexico State,WAC,1,24,1,West,13,5,8,3.0,3.4810410883561156
2013,Memphis,CUSA,2,30,1,West,6,6,9,6.029411764705882,5.420469342157869
2013,Saint Marys Ca,WCC,1,28,0,West,11,0,8,2.909090909090909,2.3787396250654984
2013,Michigan State,Big Ten,3,25,0,West,3,0,6,2.3636363636363638,1.9198829165402616
2013,Valparaiso,Horizon,1,26,1,West,14,6,9,2.090909090909091,1.764354742789047
2013,Creighton,MVC,2,27,1,West,7,5,7,3.264705882352941,3.012804278305705
2013,Cincinnati,Big East,1,22,0,West,10,0,4,2.8181818181818183,3.545843024560018
2013,Duke,ACC,4,27,0,West,2,0,7,4.71875,4.4667827837829766
2013,Albany Ny,AEC,1,24,1,West,15,3,7,1.588235294117647,1.5361841008471289
2013,Kansas,Big 12,3,29,1,South,1,3,9,6.0588235294117645,5.46615886464746
2013,Western Kentucky,Sun Belt,1,20,1,South,16,4,7,1.3428571428571427,1.5846199570128054
2013,North Carolina,ACC,2,24,0,South,8,0,8,1.6470588235294117,1.5507560384075374
2013,Villanova,Big East,1,20,0,South,9,0,6,1.5151515151515151,1.8110973087859314
2013,Virginia Commonwealth,A-10,2,26,0,South,5,0,7,3.5,3.7671177935642306
2013,Akron,MAC,1,26,1,South,12,2,8,6.28125,6.1959380595273865
2013,Michigan,Big Ten,6,26,0,South,4,0,5,4.666666666666667,4.98279869433663
2013,South Dakota State,Summit,1,25,1,South,13,4,7,2.1470588235294117,2.130069771588224
2013,Ucla,Pac-12,1,25,0,South,6,0,7,2.4411764705882355,2.702843562213564
2013,Minnesota,Big Ten,2,20,0,South,11,0,3,2.59375,3.21966006551934
2013,Florida,SEC,4,26,0,South,3,0,6,2.9393939393939394,2.83847370359915
2013,Northwestern State,Southland,1,23,1,South,14,4,8,2.4193548387096775,2.433293182664014
2013,San Diego State,MWC,2,22,0,South,7,0,5,2.59375,3.1707587321491366
2013,Oklahoma,Big 12,1,20,0,South,10,0,6,1.2580645161290323,1.2943485579186376
2013,Georgetown,Big East,1,25,0,South,2,0,8,3.4193548387096775,3.1497485158023593
2013,Florida Gulf Coast,A-Sun,3,24,1,South,15,5,8,1.8235294117647058,1.8545744435805231
2014,Virginia,ACC,3,28,1,East,1,3,9,3.764705882352941,3.6866916743511524
2014,Coastal Carolina,Big South,1,21,1,East,16,5,8,1.3333333333333333,1.3853490243227227
2014,Memphis,AAC,2,23,0,East,8,0,6,1.625,1.5562374497485916
2014,George Washington,A-10,1,24,0,East,9,0,6,2.0625,1.7842628029525247
2014,Cincinnati,AAC,1,27,0,East,5,0,6,4.757575757575758,4.4451560495517874
2014,Harvard,Ivy,2,26,0,East,12,8,9,3.4,2.6025628394590847
2014,Michigan State,Big Ten,4,26,1,East,4,3,6,3.088235294117647,3.165695231316157
2014,Delaware,CAA,1,25,1,East,13,5,8,3.4411764705882355,3.8055004808874484
2014,North Carolina,ACC,2,23,0,East,6,0,8,3.03125,3.513228349751835
2014,Providence,Big East,1,23,1,East,11,3,7,1.6764705882352942,1.6754382786618958
2014,Iowa State,Big 12,3,26,1,East,3,4,8,4.0,4.126778771669621
2014,North Carolina Central,MEAC,1,28,1,East,14,20,10,7.0606060606060606,6.319471563731556
2014,Connecticut,AAC,7,26,0,East,7,0,7,2.323529411764706,2.3227846907802676
2014,Saint Josephs,A-10,1,24,1,East,10,3,8,1.8484848484848484,1.6718926332283297
2014,Villanova,Big East,2,28,0,East,2,0,8,3.84375,2.905913959066923
2014,Milwaukee,Horizon,1,21,1,East,15,5,6,1.5,1.5764815627361644
2014,Arizona,Pac-12,4,30,0,South,1,0,7,7.411764705882353,6.660319931632076
2014,Weber State,Big Sky,1,19,1,South,16,3,6,1.4666666666666666,1.586050300449376
2014,Gonzaga,WCC,2,28,1,South,8,5,7,2.5588235294117645,1.9431807834304624
2014,Oklahoma State,Big 12,1,21,0,South,9,0,5,1.8484848484848484,1.9713279960352232
2014,Oklahoma,Big 12,1,23,0,South,5,0,6,1.875,1.8498310733685928
2014,North Dakota State,Summit,2,25,1,South,12,9,9,2.806451612903226,2.428584545124995
2014,San Diego State,MWC,3,29,0,South,4,0,8,7.121212121212121,6.260785001402976
2014,New Mexico State,WAC,1,26,1,South,13,5,9,2.4857142857142858,2.156338544470081
2014,Baylor,Big 12,3,24,0,South,6,0,8,2.142857142857143,2.0303814862216996
2014,Nebraska,Big Ten,1,19,0,South,11,0,8,1.2903225806451613,1.3486803200236692
2014,Creighton,Big East,2,26,0,South,3,0,7,2.909090909090909,2.6670109970531066
2014,Louisiana Lafayette,Sun Belt,1,23,1,South,14,4,8,1.5588235294117647,1.593943988804615
2014,Oregon,Pac-12,2,23,0,South,7,0,8,4.03125,3.9724392301833893
2014,Brigham Young,WCC,1,23,0,South,10,0,8,1.7941176470588236,1.7452357293113878
2014,Wisconsin,Big Ten,5,26,0,South,2,0,8,5.2727272727272725,4.875869633531601
2014,American,Patriot,1,20,1,South,15,3,6,2.5,3.2210246816812815
2014,Wichita State,MVC,2,34,1,Midwest,1,34,10,17.5,9.810708435174291
2014,Cal Poly,Big West,1,14,1,Midwest,16,3,5,0.65625,0.9222721602108567
2014,Kentucky,SEC,6,24,0,Midwest,8,0,5,1.5294117647058822,1.3982193322358485
2014,Kansas State,Big 12,1,20,0,Midwest,9,0,5,2.15625,2.8406576593282056
2014,Saint Louis,A-10,2,26,0,Midwest,5,0,6,6.46875,6.092948665260524
2014,North Carolina State,ACC,1,22,0,Midwest,12,0,5,1.5294117647058822,1.8348792894684964
2014,Louisville,AAC,3,29,1,Midwest,4,5,9,2.7058823529411766,1.9331384382535275
2014,Manhattan,MAAC,1,25,1,Midwest,13,5,9,2.5,2.25
2014,Massachusetts,A-10,1,24,0,Midwest,6,0,6,2.75,2.8284271247461903
2014,Tennessee,SEC,3,22,0,Midwest,11,0,6,1.3333333333333333,1.3853490243227227
2014,Duke,ACC,1,26,0,Midwest,3,0,7,1.9411764705882353,1.6077235727901704
2014,Mercer,A-Sun,2,26,1,Midwest,14,4,8,2.2058823529411766,2.0973289983537726
2014,Texas,Big 12,2,23,0,Midwest,7,0,5,2.0,2.04494943258218
2014,Arizona State,Pac-12,1,21,0,Midwest,10,0,5,1.5625,1.5995604865087159
2014,Michigan,Big Ten,4,25,0,Midwest,2,0,8,2.8181818181818183,2.896754144383461
2014,Wofford,Southern,1,20,1,Midwest,15,3,8,1.96875,2.4809823533229736
2014,Florida,SEC,5,32,1,West,1,26,10,10.794117647058824,8.216838563958717
2014,Albany Ny,AEC,1,19,1,West,16,3,7,0.875,0.9270248108869579
2014,Colorado,Pac-12,1,23,0,West,8,0,5,2.323529411764706,2.7516902638121317
2014,Pittsburgh,ACC,2,25,0,West,9,0,5,2.676470588235294,2.7729851003534094
2014,Virginia Commonwealth,A-10,1,26,0,West,5,0,7,2.2058823529411766,1.8594656374204404
2014,Stephen F Austin,Southland,2,31,1,West,12,28,10,12.424242424242424,8.920627451196955
2014,Ucla,Pac-12,3,26,1,West,4,3,7,2.088235294117647,2.020012333375621
2014,Tulsa,CUSA,1,21,1,West,13,11,10,2.4545454545454546,3.182251052806079
2014,Ohio State,Big Ten,1,25,0,West,6,0,6,4.088235294117647,4.5849347102851805
2014,Dayton,A-10,4,23,0,West,11,0,8,1.7878787878787878,1.7012931936506908
2014,Syracuse,ACC,2,27,0,West,3,0,5,10.21875,8.264133253856691
2014,Western Michigan,MAC,1,23,1,West,14,4,9,2.0625,2.1203994317109216
2014,New Mexico,MWC,1,27,1,West,7,3,9,2.393939393939394,1.7912141461977757
2014,Stanford,Pac-12,3,21,0,West,10,0,6,1.2121212121212122,1.1744134772773396
2014,Kansas,Big 12,2,24,0,West,2,0,6,1.9696969696969697,1.8987212360994596
2014,Eastern Kentucky,OVC,1,24,1,West,15,7,8,1.9393939393939394,1.8247356627060118
2015,Villanova,Big East,2,32,1,South,1,15,10,6.5,4.380773501402262
2015,Lafayette,Patriot,1,20,1,South,16,4,6,1.21875,1.2179484543690673
2015,North Carolina State,ACC,3,20,0,South,8,0,6,1.2727272727272727,1.523009924015644
2015,Louisiana State,SEC,1,22,0,South,9,0,6,1.8125,2.098176291449315
2015,Northern Iowa,MVC,2,30,1,South,5,3,9,5.757575757575758,4.625556824992045
2015,Wyoming,MWC,1,25,1,South,12,3,6,2.1470588235294117,2.130069771588224
2015,Louisville,ACC,4,24,0,South,4,0,5,2.84375,3.1035199270344633
2015,California Irvine,Big West,1,21,1,South,13,3,7,1.3333333333333333,1.5109031348264133
2015,Providence,Big East,1,22,0,South,6,0,5,1.606060606060606,1.6685939270225703
2015,Dayton,A-10,2,26,0,South,11,0,7,2.1515151515151514,2.105133870661625
2015,Oklahoma,Big 12,3,22,0,South,3,0,7,1.5,1.3919410907075054
2015,Albany Ny,AEC,1,24,1,South,14,6,9,3.75,3.856812155135378
2015,Michigan State,Big Ten,5,23,0,South,7,0,7,1.411764705882353,1.30874090948747
2015,Georgia,SEC,1,21,0,South,10,0,6,1.6875,1.7036266463048764
2015,Virginia,ACC,2,29,0,South,2,0,8,7.375,5.633327169621874
2015,Belmont,OVC,1,22,1,South,15,7,7,2.34375,2.272242490910686
2015,Wisconsin,Big Ten,6,31,1,East,1,6,9,4.117647058823529,2.6763089802534887
2015,Coastal Carolina,Big South,1,24,1,East,16,3,8,1.7575757575757576,1.5960235251228716
2015,Oregon,Pac-12,2,25,0,East,8,0,8,2.1176470588235294,1.9817506503438842
2015,Oklahoma State,Big 12,1,18,0,East,9,0,4,1.4193548387096775,1.845206405945173
2015,Arkansas,SEC,2,26,0,East,5,0,7,2.5588235294117645,2.225403816238464
2015,Wofford,Southern,1,28,1,East,12,8,9,2.911764705882353,2.2408985469176987
2015,North Carolina,ACC,3,24,0,East,4,0,6,1.6285714285714286,1.6403085822179797
2015,Harvard,Ivy,1,22,0,East,13,2,8,2.3793103448275863,2.2956299278749297
2015,Xavier,Big East,3,21,0,East,6,0,6,1.2058823529411764,1.278312577182396
2015,Mississippi,SEC,1,21,0,East,11,0,5,1.46875,1.6952944987523555
2015,Baylor,Big 12,1,24,0,East,3,0,6,1.8484848484848484,1.6718926332283297
2015,Georgia State,Sun Belt,2,24,1,East,14,5,9,1.7575757575757576,1.5575875485935025
2015,Virginia Commonwealth,A-10,1,26,1,East,7,5,7,3.085714285714286,3.392187903921333
2015,Ohio State,Big Ten,2,23,0,East,10,0,6,1.4545454545454546,1.3504412094034663
2015,Arizona,Pac-12,4,31,1,East,2,11,10,4.9411764705882355,3.5225423344893807
2015,Texas Southern,SWAC,1,22,1,East,15,11,10,2.6470588235294117,3.1611832570692715
2015,Kentucky,SEC,5,34,1,West,1,34,10,17.5,9.810708435174291
2015,Hampton,MEAC,1,17,1,West,16,4,7,0.9090909090909091,1.1378777791223385
2015,Cincinnati,AAC,2,22,0,West,8,0,6,1.71875,1.6053499423801654
2015,Purdue,Big Ten,1,21,0,West,9,0,6,1.2727272727272727,1.2376107791916446
2015,West Virginia,Big 12,3,23,0,West,5,0,5,2.21875,2.1899539806808725
2015,Buffalo,MAC,1,23,1,West,12,8,8,2.0,2.0766559657295187
2015,Maryland,Big Ten,2,27,0,West,4,0,8,3.0303030303030303,2.443108408575318
2015,Valparaiso,Horizon,1,28,1,West,13,3,9,2.8181818181818183,2.0810042076835633
2015,Butler,Big East,2,22,0,West,6,0,6,1.46875,1.4138682532329523
2015,Texas,Big 12,1,20,0,West,11,0,5,1.5757575757575757,1.826244748281135
2015,Notre Dame,ACC,4,29,1,West,3,5,8,3.323529411764706,2.8974693647600804
2015,Northeastern,CAA,1,23,1,West,14,4,7,1.2941176470588236,1.2492212106820766
2015,Wichita State,MVC,3,28,0,West,7,0,9,3.78125,2.7010920823807543
2015,Indiana,Big Ten,1,20,0,West,10,0,4,1.1515151515151516,1.233895337666808
2015,Kansas,Big 12,2,26,0,West,2,0,6,2.264705882352941,2.14625287048918
2015,New Mexico State,WAC,1,23,1,West,15,13,10,3.393939393939394,3.899801035634898
2015,Duke,ACC,7,29,0,Midwest,1,0,9,5.7272727272727275,4.2517214144656625
2015,Robert Morris,NEC,1,20,1,Midwest,16,6,8,1.2424242424242424,1.5769226462130532
2015,San Diego State,MWC,2,26,0,Midwest,8,0,8,1.8529411764705883,1.4779228854589543
2015,St Johns Ny,Big East,1,21,0,Midwest,9,0,7,1.78125,1.8995784894286416
2015,Utah,Pac-12,3,24,0,Midwest,5,0,6,2.21875,2.0726549248488038
2015,Stephen F Austin,Southland,1,29,1,Midwest,12,9,9,7.151515151515151,5.689550294425802
2015,Georgetown,Big East,2,21,0,Midwest,4,0,6,1.3870967741935485,1.2617811106843837
2015,Eastern Washington,Big Sky,1,26,1,Midwest,13,5,7,2.176470588235294,1.8063708862098926
2015,Southern Methodist,AAC,1,27,1,Midwest,6,4,9,3.0,2.449489742783178
2015,Ucla,Pac-12,3,20,0,Midwest,11,0,6,1.3636363636363635,1.36666330712481
2015,Iowa State,Big 12,1,25,1,Midwest,3,5,8,1.9696969696969697,1.8337715479281538
2015,Alabama Birmingham,CUSA,2,19,1,Midwest,14,3,6,1.0,1.0846522890932808
2015,Iowa,Big Ten,2,21,0,Midwest,7,0,7,1.78125,1.8495670946197114
2015,Davidson,A-10,1,24,0,Midwest,10,0,9,3.0,2.9071657853011765
2015,Gonzaga,WCC,4,32,1,Midwest,2,3,9,8.441176470588236,6.700268548044694
2015,North Dakota State,Summit,1,23,1,Midwest,15,3,8,1.71875,1.5254994059323654
2016,North Carolina,ACC,6,28,1,South,1,5,8,3.3823529411764706,3.2989722631570553
