Year,Team,Conf,Round,Wins,Conf Tourney,Region,Seed,WinStreak,Last10,WinStreak_Avg,WinStreak_SD
2016,Florida Gulf Coast,A-Sun,1,21,1,South,16,3,7,1.5151515151515151,1.8110973087859314
2016,Southern California,Pac-12,1,21,0,South,8,0,3,1.7575757575757576,1.9389203967328956
2016,Providence,Big East,2,23,0,South,9,0,5,2.212121212121212,2.2797870150065487
2016,Indiana,Big Ten,3,25,0,South,5,0,7,3.28125,3.4571879378332904
2016,Chattanooga,Southern,1,29,1,South,12,5,8,3.176470588235294,2.572142483420641
2016,Kentucky,SEC,2,26,1,South,4,5,8,2.0294117647058822,1.8388822390988924
2016,Stony Brook,AEC,1,26,1,South,13,3,8,5.78125,5.781081078613238
2016,Notre Dame,ACC,4,21,0,South,6,0,6,1.1875,1.1301963325015703
2016,Michigan,Big Ten,1,23,0,South,11,0,5,1.5294117647058822,1.6130952000943632
2016,West Virginia,Big 12,1,26,0,South,3,0,7,2.7058823529411766,2.407456697609544
2016,Stephen F Austin,Southland,2,27,1,South,14,20,10,7.125,6.387243145520609
2016,Wisconsin,Big Ten,3,20,0,South,7,0,7,1.59375,1.8516778708781936
2016,Pittsburgh,ACC,1,21,0,South,10,0,4,2.28125,2.842032448354522
2016,Xavier,Big East,2,27,0,South,2,0,7,3.625,3.3048260166005714
2016,Weber State,Big Sky,1,26,1,South,15,4,9,2.588235294117647,2.2111701328485296
2016,Oregon,Pac-12,4,28,1,East,1,8,8,2.7941176470588234,2.20666652728267
2016,Holy Cross,Patriot,1,15,1,East,16,4,5,0.7272727272727273,1.0523488093445659
2016,Saint Josephs,A-10,2,27,1,East,8,3,7,2.411764705882353,2.0738944192710815
2016,Cincinnati,AAC,1,22,0,East,9,0,6,1.65625,1.813308009550501
2016,Baylor,Big 12,1,22,0,East,5,0,5,1.696969696969697,1.8987212360994594
2016,Yale,Ivy,2,22,0,East,12,5,9,3.642857142857143,3.5477788394821843
2016,Duke,ACC,3,23,0,East,4,0,6,1.9696969696969697,1.9921793835022545
2016,North Carolina Wilmington,CAA,1,25,1,East,13,4,8,3.1875,3.0458732327528013
2016,Texas,Big 12,1,20,0,East,6,0,5,1.40625,1.5980334594431995
2016,Northern Iowa,MVC,2,22,1,East,11,6,9,1.8235294117647058,1.947405336146688
2016,Texas Am,SEC,3,26,0,East,3,0,8,3.3529411764705883,2.969277520970344
2016,Green Bay,Horizon,1,23,1,East,14,4,8,1.3714285714285714,1.3540566412654613
2016,Oregon State,Pac-12,1,19,0,East,7,0,6,1.1935483870967742,1.2291973473069453
2016,Virginia Commonwealth,A-10,2,24,0,East,10,0,7,2.911764705882353,3.4502143757677324
2016,Oklahoma,Big 12,5,25,0,East,2,0,6,3.25,3.427827300200522
2016,Cal State Bakersfield,WAC,1,24,1,East,15,6,9,2.09375,1.808994454800788
2016,Virginia,ACC,4,26,0,Midwest,1,0,7,3.393939393939394,3.132811632320021
2016,Hampton,MEAC,1,21,1,Midwest,16,3,8,1.6774193548387097,1.6922421998198713
2016,Texas Tech,Big 12,1,19,0,Midwest,8,0,6,2.3870967741935485,2.9367243036751076
2016,Butler,Big East,2,21,0,Midwest,9,0,7,1.8709677419354838,2.1363510567481865
2016,Purdue,Big Ten,1,26,0,Midwest,5,0,7,2.823529411764706,3.0531621817319947
2016,Arkansas Little Rock,Sun Belt,2,29,1,Midwest,12,2,8,3.484848484848485,2.6183641911791455
2016,Iowa State,Big 12,3,21,0,Midwest,4,0,5,2.03125,2.4809823533229736
2016,Iona,MAAC,1,22,1,Midwest,13,8,9,2.15625,2.2094877092891916
2016,Seton Hall,Big East,1,25,1,Midwest,6,4,8,2.0606060606060606,1.8247356627060116
2016,Gonzaga,WCC,3,26,1,Midwest,11,5,8,2.303030303030303,2.007332746870205
2016,Utah,Pac-12,2,26,0,Midwest,3,0,9,2.5588235294117645,2.378719087717147
2016,Fresno State,MWC,1,25,1,Midwest,14,9,9,2.2058823529411766,2.4105089987838655
2016,Dayton,A-10,1,25,0,Midwest,7,0,6,2.65625,2.431683765932569
2016,Syracuse,ACC,5,19,0,Midwest,10,0,5,1.5625,1.7488835724541527
2016,Michigan State,Big Ten,1,29,1,Midwest,2,9,9,4.470588235294118,3.711946485713765
2016,Middle Tennessee,CUSA,2,24,1,Midwest,15,6,7,2.0,1.8257418583505538
2016,Kansas,Big 12,4,30,1,West,1,14,10,5.852941176470588,4.446626963157689
2016,Austin Peay,OVC,1,18,1,West,16,6,8,1.0857142857142856,1.4999319712464787
2016,Colorado,Pac-12,1,22,0,West,8,0,5,2.515151515151515,3.153845292426106
2016,Connecticut,AAC,2,24,1,West,9,4,7,1.5588235294117647,1.4181839354401404
2016,Maryland,Big Ten,3,25,0,West,5,0,5,2.6363636363636362,2.520439858415552
2016,South Dakota State,Summit,1,26,1,West,12,6,8,2.1818181818181817,1.8332707226974756
2016,California,Pac-12,1,23,0,West,4,0,8,1.9696969696969697,1.9146144241128866
2016,Hawaii,Big West,2,27,1,West,13,3,8,2.6875,2.1130176880471208
2016,Arizona,Pac-12,1,25,0,West,6,0,7,2.5454545454545454,2.2305171175245992
2016,Wichita State,MVC,2,25,0,West,11,0,7,3.375,3.5066900347763843
2016,Miami Fl,ACC,3,25,0,West,3,0,7,2.46875,2.1503542586048465
2016,Buffalo,MAC,1,20,1,West,14,4,6,1.1176470588235294,1.2069579134519524
2016,Iowa,Big Ten,2,21,0,West,7,0,4,2.225806451612903,2.4849180867833236
2016,Temple,AAC,1,21,0,West,10,0,7,1.34375,1.3603624287299323
2016,Villanova,Big East,7,29,0,West,2,0,8,3.4411764705882355,2.5343658734726597
2016,North Carolina Asheville,Big South,1,22,1,West,15,3,7,1.4545454545454546,1.4993111365882401
2017,Villanova,Big East,2,31,1,West,1,5,9,4.794117647058823,3.7712489097247808
2017,Mount St Marys,NEC,1,20,1,West,16,4,7,1.6764705882352942,2.165512956964702
2017,Wisconsin,Big Ten,3,25,0,West,8,0,4,2.7941176470588234,2.730862950927308
2017,Virginia Tech,ACC,1,22,0,West,9,0,6,1.90625,2.1266078476061354
2017,Virginia,ACC,2,22,0,West,5,0,5,2.03125,1.9761764692202972
2017,North Carolina Wilmington,CAA,1,29,1,West,12,7,9,3.4705882352941178,2.6483656904683364
2017,Florida,SEC,4,24,0,West,4,0,7,2.875,2.6309456474811483
2017,East Tennessee State,Southern,1,27,1,West,13,3,9,2.0294117647058822,1.6357278307628627
2017,Southern Methodist,AAC,1,30,1,West,6,16,10,5.823529411764706,4.674527898372665
2017,Southern California,Pac-12,2,25,0,West,11,0,5,3.878787878787879,4.2265938414353394
2017,Baylor,Big 12,3,25,0,West,3,0,5,4.4375,4.595769114087434
2017,New Mexico State,WAC,1,28,1,West,14,5,7,6.909090909090909,6.402478858785093
2017,South Carolina,SEC,5,22,0,West,7,0,4,2.09375,2.213020772044402
2017,Marquette,Big East,1,19,0,West,10,0,5,1.1935483870967742,1.2806085962115619
2017,Duke,ACC,2,27,1,West,2,4,7,2.8857142857142857,2.80582484507221
2017,Troy,Sun Belt,1,22,1,West,15,6,8,1.3611111111111112,1.548346389930198
2017,Gonzaga,WCC,6,32,1,East,1,3,9,13.363636363636363,9.004437228786847
2017,South Dakota State,Summit,1,18,1,East,16,6,8,1.2352941176470589,1.5729108184848164
2017,Northwestern,Big Ten,2,23,0,East,8,0,5,2.235294117647059,2.5444151475155494
2017,Vanderbilt,SEC,1,19,0,East,9,0,7,0.9411764705882353,1.0555504967603742
2017,Notre Dame,ACC,2,25,0,East,5,0,8,2.8823529411764706,2.6542386288655244
2017,Princeton,Ivy,1,23,1,East,12,19,10,6.758620689655173,6.311757897184855
2017,West Virginia,Big 12,3,26,0,East,4,0,7,2.1470588235294117,2.016583496049641
2017,Bucknell,Patriot,1,26,1,East,13,6,8,2.176470588235294,1.9921993202207176
2017,Maryland,Big Ten,1,24,0,East,6,0,4,2.59375,2.2756781269546886
2017,Xavier,Big East,4,21,0,East,11,0,3,1.9411764705882353,2.085540929557157
2017,Florida State,ACC,2,25,0,East,3,0,6,3.121212121212121,3.426789077145983
2017,Florida Gulf Coast,A-Sun,1,26,1,East,14,7,9,2.8181818181818183,2.2354518959403626
2017,Saint Marys Ca,WCC,2,28,0,East,7,0,8,3.59375,2.4604290149280876
2017,Virginia Commonwealth,A-10,1,26,0,East,10,0,7,2.911764705882353,2.671941869951774
2017,Arizona,Pac-12,3,30,1,East,2,4,9,4.735294117647059,4.265517164213584
2017,North Dakota,Big Sky,1,22,1,East,15,4,9,1.8064516129032258,1.6346915431380549
2017,Kansas,Big 12,4,28,0,South,1,0,8,6.5625,5.419510471435589
2017,California Davis,Big West,1,23,1,South,16,3,7,1.3529411764705883,1.2806788857104259
2017,Miami Fl,ACC,1,21,0,South,8,0,6,1.75,1.8874586088176875
2017,Michigan State,Big Ten,2,19,0,South,9,0,5,1.0303030303030303,1.1142288673242566
2017,Iowa State,Big 12,2,23,1,South,5,3,9,1.696969696969697,1.6603184887033604
2017,Nevada,MWC,1,28,1,South,12,9,9,3.0,2.485250608738542
2017,Purdue,Big Ten,3,25,0,South,4,0,8,2.25,1.9685019685029528
2017,Vermont,AEC,1,29,1,South,13,21,10,7.205882352941177,6.815982134421085
2017,Creighton,Big East,1,25,0,South,6,0,5,3.3823529411764706,3.8272606228780037
2017,Rhode Island,A-10,2,24,1,South,11,8,8,2.1515151515151514,2.119479812126753
2017,Oregon,Pac-12,5,29,0,South,3,0,8,5.705882352941177,5.1135886544906635
2017,Iona,MAAC,1,22,1,South,14,3,6,1.5294117647058822,1.6312264263367116
2017,Michigan,Big Ten,3,24,1,South,7,5,8,1.4,1.3352367366340483
2017,Oklahoma State,Big 12,1,20,0,South,10,0,6,1.65625,1.6509348677340363
2017,Louisville,ACC,2,24,0,South,2,0,6,1.90625,1.6837342241280242
2017,Jacksonville State,OVC,1,20,1,South,15,4,7,1.1176470588235294,1.2069579134519524
2017,North Carolina,ACC,7,27,0,Midwest,1,0,7,2.3823529411764706,2.0724340035238606
2017,Texas Southern,SWAC,1,23,1,Midwest,16,9,9,2.5294117647058822,2.5348778148723814
2017,Arkansas,SEC,2,25,0,Midwest,8,0,8,2.2058823529411766,2.1251908117058975
2017,Seton Hall,Big East,1,21,0,Midwest,9,0,7,1.59375,1.6929887588226922
2017,Minnesota,Big Ten,1,24,0,Midwest,5,0,8,2.5757575757575757,2.348826954554679
2017,Middle Tennessee,CUSA,2,30,1,Midwest,12,10,10,4.382352941176471,3.096627253322679
2017,Butler,Big East,3,23,0,Midwest,4,0,5,2.225806451612903,2.1207070856636903
2017,Winthrop,Big South,1,26,1,Midwest,13,8,9,2.71875,2.3349836054028303
2017,Cincinnati,AAC,2,29,0,Midwest,6,0,7,4.529411764705882,4.360486306646293
2017,Kansas State,Big 12,1,21,0,Midwest,11,0,4,1.6666666666666667,1.9488406291895184
2017,Ucla,Pac-12,3,29,0,Midwest,3,0,9,5.0606060606060606,3.6922473565271123
2017,Kent State,MAC,1,22,1,Midwest,14,4,9,1.3428571428571427,1.3720236804049106
2017,Dayton,A-10,1,24,0,Midwest,7,0,8,2.7096774193548385,2.452037314707083
2017,Wichita State,MVC,2,30,1,Midwest,10,15,10,4.882352941176471,4.220152672749515
2017,Kentucky,SEC,4,29,1,Midwest,2,11,10,3.7941176470588234,3.0271264938367843
2017,Northern Kentucky,Horizon,1,24,1,Midwest,15,6,9,1.8529411764705883,1.8171139518992339
2018,Villanova,Big East,7,30,1,South,1,5,8,4.5588235294117645,3.6717616902564094
2018,Radford,Big South,1,23,1,South,16,7,7,1.7352941176470589,2.0336698721250035
2018,Virginia Tech,ACC,1,21,0,South,8,0,5,1.5625,1.7842628029525247
2018,Alabama,SEC,2,19,0,South,9,0,4,1.088235294117647,1.3365373844119721
2018,West Virginia,Big 12,3,24,0,South,5,0,6,3.9411764705882355,4.658585852523136
2018,Murray State,OVC,1,26,1,South,12,13,10,4.0,3.7502688075699666
2018,Wichita State,AAC,1,25,0,South,4,0,8,2.5,2.1360009363293826
2018,Marshall,CUSA,2,24,1,South,13,4,8,1.5294117647058822,1.3982193322358485
2018,Florida,SEC,2,20,0,South,6,0,5,1.5625,1.71277370075559
2018,St Bonaventure,A-10,1,26,0,South,11,0,9,4.1875,3.8603553916705646
2018,Texas Tech,Big 12,4,24,0,South,3,0,5,2.696969696969697,2.4677906753336156
2018,Stephen F Austin,Southland,1,28,1,South,14,5,9,2.3529411764705883,1.7469696946961761
2018,Arkansas,SEC,1,23,0,South,7,0,7,1.6176470588235294,1.609068160775286
2018,Butler,Big East,2,20,0,South,10,0,4,1.3333333333333333,1.4494861506789574
2018,Purdue,Big Ten,3,28,0,South,2,0,6,6.323529411764706,5.929589749896372
2018,Cal State Fullerton,Big West,1,20,1,South,15,3,8,1.3870967741935485,1.4068362895068727
2018,Xavier,Big East,2,28,0,East,1,0,8,3.787878787878788,2.9207468509143
2018,Texas Southern,SWAC,1,16,1,East,16,7,8,1.1764705882352942,1.8386470127162098
2018,Missouri,SEC,1,20,0,East,8,0,6,1.40625,1.5177980555726114
2018,Florida State,ACC,4,20,0,East,9,0,4,1.967741935483871,2.4949480693767105
2018,Ohio State,Big Ten,2,24,0,East,5,0,6,2.34375,2.1594179626695706
2018,South Dakota State,Summit,1,28,1,East,12,11,10,3.5588235294117645,3.107781282244601
2018,Gonzaga,WCC,3,30,1,East,4,14,10,4.352941176470588,3.9098845547962044
2018,North Carolina Greensboro,Southern,1,27,1,East,13,6,9,2.264705882352941,1.7202739783399716
2018,Houston,AAC,2,26,0,East,6,0,8,2.272727272727273,1.9112541856026035
2018,San Diego State,MWC,1,22,1,East,11,9,9,2.125,2.45903944661325
2018,Michigan,Big Ten,6,28,1,East,3,9,9,2.657142857142857,2.495056336528091
2018,Montana,Big Sky,1,26,1,East,14,6,8,3.6666666666666665,3.8112009295302873
2018,Texas Am,SEC,3,20,0,East,7,0,6,1.78125,1.9159588819961664
2018,Providence,Big East,1,21,0,East,10,0,5,1.2352941176470589,1.3516617991854185
2018,North Carolina,ACC,2,25,0,East,2,0,7,2.0,1.7728105208558367
2018,Lipscomb,A-Sun,1,23,1,East,15,8,9,2.0,2.091650066335189
2018,Kansas,Big 12,5,27,1,Midwest,1,3,8,2.2941176470588234,1.8869429332171106
2018,Pennsylvania,Ivy,1,24,1,Midwest,16,3,8,1.75,1.4142135623730951
2018,Seton Hall,Big East,2,21,0,Midwest,8,0,4,1.59375,1.5783570373967988
2018,North Carolina State,ACC,1,21,0,Midwest,9,0,6,1.40625,1.3887803777055607
2018,Clemson,ACC,3,23,0,Midwest,5,0,5,2.53125,2.7837067800865807
2018,New Mexico State,WAC,1,28,1,Midwest,12,6,8,3.5757575757575757,2.944232194300877
2018,Auburn,SEC,2,25,0,Midwest,4,0,5,4.0,4.220485754033533
2018,College Of Charleston,CAA,1,26,1,Midwest,13,3,9,3.0303030303030303,3.039984534299261
2018,Texas Christian,Big 12,1,21,0,Midwest,6,0,5,2.90625,3.5999945746486897
2018,Syracuse,ACC,3,21,0,Midwest,11,0,5,1.4242424242424243,1.596023525122872
2018,Michigan State,Big Ten,2,29,0,Midwest,3,0,9,6.0,4.431293675255978
2018,Bucknell,Patriot,1,25,1,Midwest,14,8,9,3.0588235294117645,2.9698601320857265
2018,Rhode Island,A-10,2,25,0,Midwest,7,0,6,4.65625,5.072039623021492
2018,Oklahoma,Big 12,1,18,0,Midwest,10,0,2,2.096774193548387,2.9111004316589613
2018,Duke,ACC,4,26,0,Midwest,2,0,7,3.121212121212121,3.0427019069239316
2018,Iona,MAAC,1,20,1,Midwest,15,3,6,1.2121212121212122,1.36531882740228
2018,Virginia,ACC,1,31,1,West,1,8,9,5.818181818181818,4.011004147339223
2018,Maryland Baltimore County,AEC,2,24,1,West,16,5,8,1.4411764705882353,1.287751722293508
2018,Creighton,Big East,1,21,0,West,8,0,4,1.40625,1.4330774359747627
2018,Kansas State,Big 12,4,22,0,West,9,0,6,1.4242424242424243,1.3264284017114722
2018,Kentucky,SEC,3,24,1,West,5,3,7,1.8235294117647058,1.790014594670934
2018,Davidson,A-10,1,21,1,West,12,4,8,1.46875,1.4574029770451273
2018,Arizona,Pac-12,1,27,1,West,4,5,8,2.9411764705882355,2.508118306509158
2018,Buffalo,MAC,2,26,1,West,13,6,8,2.4411764705882355,2.45178418192558
2018,Miami Fl,ACC,1,22,0,West,6,0,6,2.5161290322580645,2.8040404918839656
2018,Loyola Il,MVC,5,28,1,West,11,10,10,3.5757575757575757,2.7964295745598364
2018,Tennessee,SEC,2,25,0,West,3,0,7,2.0606060606060606,1.7912141461977757
2018,Wright State,Horizon,1,25,1,West,14,4,8,2.088235294117647,2.063230577328892
2018,Nevada,MWC,3,27,0,West,7,0,7,2.7941176470588234,2.361198745461918
2018,Texas,Big 12,1,19,0,West,10,0,4,0.9393939393939394,1.042706092974864
2018,Cincinnati,AAC,2,30,1,West,2,7,8,5.647058823529412,4.5106563559248976
2018,Georgia State,Sun Belt,1,24,1,West,15,4,6,2.323529411764706,2.730229340025293
2019,Duke,ACC,4,29,1,West,1,3,7,3.3823529411764706,2.7441349851290107
2019,North Dakota State,Summit,1,19,1,West,16,4,7,1.121212121212121,1.36531882740228
2019,Virginia Commonwealth,A-10,1,25,0,West,8,0,9,3.28125,3.4299633288856017
2019,Central Florida,AAC,2,23,0,West,9,0,7,2.064516129032258,1.9165742938726384
2019,Mississippi State,SEC,1,23,0,West,5,0,7,2.242424242424242,2.4622027958511365
2019,Liberty,A-Sun,2,28,1,West,12,5,9,2.5294117647058822,2.0755622075738063
2019,Virginia Tech,ACC,3,24,0,West,4,0,6,2.375,2.433490291741473
2019,Saint Louis,A-10,1,23,1,West,13,4,7,1.5142857142857142,1.5923285477820313
2019,Maryland,Big Ten,2,22,0,West,6,0,5,1.90625,2.0365315950163896
2019,Belmont,OVC,1,27,0,West,11,0,9,4.451612903225806,4.094360477672163
2019,Louisiana State,SEC,3,26,0,West,3,0,8,3.0625,2.680222705298946
2019,Yale,Ivy,1,22,1,West,14,3,7,2.4482758620689653,2.2831648768616346
2019,Louisville,ACC,1,20,0,West,7,0,3,1.3333333333333333,1.5504968249049735
2019,Minnesota,Big Ten,2,21,0,West,10,0,5,1.4411764705882353,1.6661187103845347
2019,Michigan State,Big Ten,5,28,1,West,2,5,9,4.0,3.5973846709225072
2019,Bradley,MVC,1,20,1,West,15,3,8,1.088235294117647,1.1470588235294117
2019,Gonzaga,WCC,4,30,0,East,1,0,9,8.363636363636363,6.246541742961178
2019,Fairleigh Dickinson,NEC,1,21,1,East,16,8,9,1.8484848484848484,2.2309287659764805
2019,Syracuse,ACC,1,20,0,East,8,0,4,1.2424242424242424,1.3713586059375469
2019,Baylor,Big 12,2,19,0,East,9,0,4,1.3125,1.5499495959546556
2019,Marquette,Big East,1,24,0,East,5,0,5,2.6363636363636362,2.5562541465409865
2019,Murray State,OVC,2,27,1,East,12,11,10,3.7419354838709675,3.015740875489095
2019,Florida State,ACC,3,27,0,East,4,0,8,2.9705882352941178,2.369975106814503
2019,Vermont,AEC,1,27,1,East,13,6,9,2.6363636363636362,2.042253387332636
2019,Buffalo,MAC,2,31,1,East,6,12,10,4.9411764705882355,3.5225423344893807
2019,Arizona State,Pac-12,1,23,0,East,11,0,7,1.65625,1.7959916306876265
2019,Texas Tech,Big 12,6,26,0,East,3,0,9,3.6875,3.0355961111452228
2019,Northern Kentucky,Horizon,1,26,1,East,14,5,8,2.176470588235294,1.8545744435805234
2019,Nevada,MWC,1,29,0,East,7,0,7,5.121212121212121,4.095508077094959
2019,Florida,SEC,2,19,0,East,10,0,6,1.0588235294117647,1.2588785034725116
2019,Michigan,Big Ten,3,28,0,East,2,0,6,5.029411764705882,5.310839604152818
2019,Montana,Big Sky,1,26,1,East,15,4,8,2.6470588235294117,2.677601570997892
2019,North Carolina,ACC,3,27,0,Midwest,1,0,8,2.8181818181818183,2.289032420366213
2019,Iona,MAAC,1,17,1,Midwest,16,10,10,2.0,2.9047375096555625
2019,Utah State,MWC,1,28,1,Midwest,8,10,10,3.1176470588235294,2.773452996265008
2019,Washington,Pac-12,2,26,0,Midwest,9,0,7,2.9705882352941178,3.408340066208244
2019,Auburn,SEC,5,26,1,Midwest,5,8,9,2.1714285714285713,2.090600929134482
2019,New Mexico State,WAC,1,30,1,Midwest,12,19,10,6.294117647058823,5.923678367190767
2019,Kansas,Big 12,2,25,0,Midwest,4,0,7,2.3823529411764706,2.69001099803517
2019,Northeastern,CAA,1,23,1,Midwest,13,7,9,1.9090909090909092,1.912695010673879
2019,Iowa State,Big 12,1,23,1,Midwest,6,3,5,1.5294117647058822,1.4396750882965197
2019,Ohio State,Big Ten,2,19,0,Midwest,11,0,3,1.5757575757575757,1.891452913251786
2019,Houston,AAC,3,31,0,Midwest,3,0,8,6.117647058823529,4.364055762586214
2019,Georgia State,Sun Belt,1,24,1,Midwest,14,5,8,1.878787878787879,1.8546840906787099
2019,Wofford,Southern,2,29,1,Midwest,7,20,10,6.9393939393939394,6.348177471404538
2019,Seton Hall,Big East,1,20,0,Midwest,10,0,6,1.606060606060606,1.8738939192412494
2019,Kentucky,SEC,4,27,0,Midwest,2,0,7,3.1818181818181817,2.7463975903932605
2019,Abilene Christian,Southland,1,27,1,Midwest,15,6,8,2.3333333333333335,1.9016207866348158
2019,Virginia,ACC,7,29,0,South,1,0,9,5.96875,4.579058138689659
2019,Gardner Webb,Big South,1,23,1,South,16,5,8,1.9705882352941178,2.162314855966212
2019,Mississippi,SEC,1,20,0,South,8,0,5,2.25,2.8613807855648994
2019,Oklahoma,Big 12,2,19,0,South,9,0,4,1.53125,1.870567677872148
2019,Wisconsin,Big Ten,1,23,0,South,5,0,6,1.7878787878787878,1.7012931936506908
2019,Oregon,Pac-12,3,23,1,South,12,8,8,1.7714285714285714,2.0713793097590694
2019,Kansas State,Big 12,1,25,0,South,4,0,7,2.090909090909091,1.7120541687061253
2019,California Irvine,Big West,2,30,1,South,13,16,10,4.9714285714285715,4.681182477510902
2019,Villanova,Big East,2,25,1,South,6,3,6,2.9411764705882355,3.105414403250709
2019,Saint Marys Ca,WCC,1,22,1,South,11,2,8,1.4848484848484849,1.4380376385096572
2019,Purdue,Big Ten,4,23,0,South,3,0,7,2.1875,2.1857135562557137
2019,Old Dominion,CUSA,1,26,1,South,14,3,8,2.588235294117647,2.3529411764705883
2019,Cincinnati,AAC,1,28,1,South,7,3,8,3.176470588235294,2.594911176483856
2019,Iowa,Big Ten,2,22,0,South,10,0,4,1.9090909090909092,1.8482364463002312
2019,Tennessee,SEC,3,29,0,South,2,0,6,6.176470588235294,5.997404282811681
2019,Colgate,Patriot,1,24,1,South,15,11,10,2.5588235294117645,3.107781282244601
2021,Michigan,Big Ten,4,20,0,East,1,0,7,4.0,3.3166247903554
2021,Texas Southern,SWAC,1,17,1,East,16,9,9,2.5833333333333335,2.752524094152291
2021,Louisiana State,SEC,2,18,0,East,8,0,7,1.5925925925925926,1.521676932161047
2021,St Bonaventure,A-10,1,16,1,East,9,3,7,2.2,1.9646882704388502
2021,Colorado,Pac-12,2,22,0,East,5,0,7,1.8,1.6206994374857624
2021,Georgetown,Big East,1,13,1,East,12,4,8,0.88,1.0703270528207722
2021,Florida State,ACC,3,16,0,East,4,0,6,1.7272727272727273,1.5427784316797397
2021,North Carolina Greensboro,Southern,1,21,1,East,13,4,8,1.9310344827586208,1.8924721012430679
2021,Brigham Young,WCC,1,20,0,East,6,0,7,1.8076923076923077,1.4416665241531779
2021,Ucla,Pac-12,5,18,0,East,11,0,4,2.076923076923077,2.0925339244208376
2021,Texas,Big 12,1,19,1,East,3,5,8,1.9615384615384615,1.7862890030358647
2021,Abilene Christian,Southland,2,23,1,East,14,4,9,2.740740740740741,2.118570317937051
2021,Connecticut,Big East,1,15,0,East,7,0,7,1.5909090909090908,1.4972426447273277
2021,Maryland,Big Ten,2,16,0,East,10,0,6,1.1379310344827587,1.4074711470316241
2021,Alabama,SEC,3,24,1,East,2,6,9,2.933333333333333,2.8276413413931327
2021,Iona,MAAC,1,12,1,East,15,6,8,1.9411764705882353,1.862022563687578
2021,Gonzaga,WCC,6,26,1,West,1,26,10,13.5,7.5
2021,Norfolk State,MEAC,1,17,1,West,16,6,8,1.6956521739130435,1.7051018740110937
2021,Oklahoma,Big 12,2,15,0,West,8,0,4,1.28,1.4005713120009275
2021,Missouri,SEC,1,16,0,West,9,0,4,1.48,1.6521501142450703
2021,Creighton,Big East,3,20,0,West,5,0,7,1.7857142857142858,1.6335138037184675
2021,California Santa Barbara,Big West,1,22,1,West,12,5,9,4.346153846153846,3.911937427652674
2021,Virginia,ACC,1,18,0,West,4,3,7,2.125,1.943203969393503
2021,Ohio,MAC,2,16,1,West,13,3,9,1.608695652173913,1.6349213632141884
2021,Southern California,Pac-12,4,22,0,West,6,0,6,2.2413793103448274,2.028336713083137
2021,Drake,MVC,1,26,0,West,11,0,7,6.482758620689655,5.715198670062813
2021,Kansas,Big 12,2,20,0,West,3,3,8,2.2142857142857144,2.2576400898970155
2021,Eastern Washington,Big Sky,1,16,1,West,14,4,9,2.5652173913043477,2.7159126411724204
2021,Oregon,Pac-12,3,19,0,West,7,0,8,2.8076923076923075,2.3699923850775226
2021,Virginia Commonwealth,A-10,1,19,0,West,10,0,7,2.1538461538461537,2.142828965720634
2021,Iowa,Big Ten,2,21,0,West,2,0,8,2.0,1.7811271131234425
2021,Grand Canyon,WAC,1,17,1,West,15,3,7,2.6956521739130435,2.6610684779303226
2021,Illinois,Big Ten,2,23,1,Midwest,1,7,9,2.5517241379310347,2.174875452582273
